refined_category,transaction_count,unique_users,year,month,quarter,month_sin,month_cos,quarter_sin,quarter_cos,time_index,is_year_start,is_year_end,is_quarter_end,is_summer,is_festive,is_monsoon,lag_1m,lag_1m_count,lag_2m,lag_2m_count,lag_3m,lag_3m_count,lag_6m,lag_6m_count,lag_12m,lag_12m_count,roll_mean_3m,roll_std_3m,roll_max_3m,roll_min_3m,roll_mean_6m,roll_std_6m,roll_max_6m,roll_min_6m,roll_mean_12m,roll_std_12m,roll_max_12m,roll_min_12m,mom_change,mom_pct_change,yoy_lag_12m,yoy_pct_change,ratio_to_3m_avg,cat_global_mean,cat_global_median,cat_global_std,cat_global_max,cat_global_min,cat_cv,cat_same_month_hist_avg,cat_education,cat_entertainment,cat_food,cat_health,cat_misc,cat_others,cat_rent,cat_travel,cat_utilities,category_label,total_amount
education,10,9,2022,11,4,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,22,0,0,0,0,1,0,286439.0,13.0,465862.0,12.0,185436.0,10.0,779588.0,14.0,575066.0,13.0,312579.0,142028.7297309947,465862.0,185436.0,423804.8333333333,202193.47542926975,779588.0,185436.0,449377.5833333333,177239.2709010559,779588.0,185436.0,-179423.0,-0.3851419519085051,575066.0,-0.5208567867985916,0.9163731408699587,469532.7708333333,445826.0,180388.465546388,844242,179503,0.3841871680782327,573301.25,1,0,0,0,0,0,0,0,0,0,789666
education,12,10,2022,12,4,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,23,0,1,1,0,0,0,789666.0,10.0,286439.0,13.0,465862.0,12.0,404779.0,11.0,364876.0,16.0,513989.0,255042.17196181495,789666.0,286439.0,425484.5,205750.72852434823,789666.0,185436.0,467260.9166666667,200388.7621020965,789666.0,185436.0,503227.0,1.756838279703532,364876.0,0.3731745573551557,1.5363480541412065,469532.7708333333,445826.0,180388.465546388,844242,179503,0.3841871680782327,500238.75,1,0,0,0,0,0,0,0,0,0,844242
education,13,13,2023,1,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,24,1,0,0,0,0,0,844242.0,12.0,789666.0,10.0,286439.0,13.0,420725.0,13.0,206310.0,7.0,640115.6666666666,307506.1354710396,844242.0,286439.0,498728.3333333333,266235.979082217,844242.0,185436.0,507208.0833333333,224457.92646424583,844242.0,185436.0,54576.0,0.0691127641306577,206310.0,1.31377783137285,1.3188897631521597,469532.7708333333,445826.0,180388.465546388,844242,179503,0.3841871680782327,307735.75,1,0,0,0,0,0,0,0,0,0,380390
education,14,14,2023,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,25,0,0,0,0,0,0,380390.0,13.0,844242.0,12.0,789666.0,10.0,185436.0,10.0,594400.0,11.0,671432.6666666666,253523.1948152543,844242.0,380390.0,492005.8333333333,269093.39340713416,844242.0,185436.0,521714.75,208285.82142035017,844242.0,185436.0,-463852.0,-0.5494301396992806,594400.0,0.8437787795065679,0.566534842411591,469532.7708333333,445826.0,180388.465546388,844242,179503,0.3841871680782327,457043.75,1,0,0,0,0,0,0,0,0,0,275552
education,12,11,2023,3,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,26,0,0,1,0,0,0,275552.0,14.0,380390.0,13.0,844242.0,12.0,465862.0,12.0,476894.0,9.0,500061.3333333333,302643.3545302677,844242.0,275552.0,507025.1666666667,250427.62982100568,844242.0,275552.0,495144.0833333333,218268.75998658934,844242.0,185436.0,-104838.0,-0.27560661426430766,476894.0,-0.5364199192462988,0.5510364062008284,469532.7708333333,445826.0,180388.465546388,844242,179503,0.3841871680782327,334818.0,1,0,0,0,0,0,0,0,0,0,227890
education,13,13,2023,4,2,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,27,0,0,0,1,0,0,227890.0,12.0,275552.0,14.0,380390.0,13.0,286439.0,13.0,632156.0,8.0,294610.6666666667,78015.94120007286,380390.0,227890.0,467363.1666666667,275809.20158864657,844242.0,227890.0,474393.75,231591.04452819217,844242.0,185436.0,-47662.0,-0.17296916734409473,632156.0,-0.5221369948038768,0.7735293585205975,469532.7708333333,445826.0,180388.465546388,844242,179503,0.3841871680782327,501672.25,1,0,0,0,0,0,0,0,0,0,337288
education,16,15,2023,5,2,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,28,0,0,0,1,0,0,337288.0,13.0,227890.0,12.0,275552.0,14.0,789666.0,10.0,779588.0,14.0,280243.3333333333,54849.676911839866,337288.0,227890.0,475838.0,269855.01162809634,844242.0,227890.0,449821.4166666667,228958.51059941298,844242.0,185436.0,109398.0,0.4800473912852692,779588.0,-0.46644815520219696,1.2035540542147467,469532.7708333333,445826.0,180388.465546388,844242,179503,0.3841871680782327,491413.0,1,0,0,0,0,0,0,0,0,0,396762
education,13,12,2023,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,29,0,0,1,1,0,0,396762.0,16.0,337288.0,13.0,227890.0,12.0,844242.0,12.0,404779.0,11.0,320646.6666666667,85657.09881459468,396762.0,227890.0,410354.0,221875.96136580463,844242.0,227890.0,417919.25,204160.88101215442,844242.0,185436.0,59474.0,0.1763300206351841,404779.0,-0.491061945540465,1.2373807098155423,469532.7708333333,445826.0,180388.465546388,844242,179503,0.3841871680782327,490942.0,1,0,0,0,0,0,0,0,0,0,388357
education,15,13,2023,7,3,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,30,0,0,0,0,0,1,388357.0,13.0,396762.0,16.0,337288.0,13.0,380390.0,13.0,420725.0,13.0,374135.6666666667,32186.54859305766,396762.0,337288.0,334373.1666666667,68893.0481555775,396762.0,227890.0,416550.75,204311.9508007858,844242.0,185436.0,-8405.0,-0.021183984353340235,420725.0,-0.040570286502017106,1.0380111670721661,469532.7708333333,445826.0,180388.465546388,844242,179503,0.3841871680782327,568978.25,1,0,0,0,0,0,0,0,0,0,743033
education,18,18,2023,8,3,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,31,0,0,0,0,0,1,743033.0,15.0,388357.0,13.0,396762.0,16.0,275552.0,14.0,185436.0,10.0,509384.0,202389.6054816057,743033.0,388357.0,394813.6666666667,182591.48206273673,743033.0,227890.0,443409.75,225044.13108023742,844242.0,185436.0,354676.0,0.9132730966610618,185436.0,0.766077604135718,1.45868931886354,469532.7708333333,445826.0,180388.465546388,844242,179503,0.3841871680782327,452582.75,1,0,0,0,0,0,0,0,0,0,635572
education,14,14,2023,9,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,32,0,0,1,0,0,1,635572.0,18.0,743033.0,15.0,388357.0,13.0,227890.0,12.0,465862.0,12.0,588987.3333333334,181869.08648897256,743033.0,388357.0,454817.0,194338.40406672074,743033.0,227890.0,480921.0833333333,215445.44624080948,844242.0,227890.0,-107461.0,-0.14462480132107192,465862.0,2.427446666235251,1.0790928158047357,469532.7708333333,445826.0,180388.465546388,844242,179503,0.3841871680782327,419443.75,1,0,0,0,0,0,0,0,0,0,486165
education,15,15,2023,10,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,33,0,0,0,0,1,0,486165.0,14.0,635572.0,18.0,743033.0,15.0,337288.0,13.0,286439.0,13.0,621590.0,129003.54490865771,743033.0,486165.0,497862.8333333333,159503.1332901228,743033.0,337288.0,482613.0,215396.1498457288,844242.0,227890.0,-149407.0,-0.23507486169938263,286439.0,0.04358157565974463,0.78213130841872,469532.7708333333,445826.0,180388.465546388,844242,179503,0.3841871680782327,536223.75,1,0,0,0,0,0,0,0,0,0,636063
education,18,17,2023,11,4,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,34,0,0,0,0,1,0,636063.0,15.0,486165.0,14.0,635572.0,18.0,396762.0,16.0,789666.0,10.0,585933.3333333334,86402.25993765087,636063.0,486165.0,547658.6666666666,145357.15084531155,743033.0,388357.0,511748.3333333333,210027.43705929708,844242.0,227890.0,149898.0,0.3083274197031871,789666.0,1.2205879785923006,1.0855552395039068,469532.7708333333,445826.0,180388.465546388,844242,179503,0.3841871680782327,573301.25,1,0,0,0,0,0,0,0,0,0,608880
education,17,16,2023,12,4,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,35,0,1,1,0,0,0,608880.0,18.0,636063.0,15.0,486165.0,14.0,388357.0,13.0,844242.0,12.0,577036.0,79861.64819861941,636063.0,486165.0,583011.6666666666,125795.66486913073,743033.0,388357.0,496682.8333333333,194164.75366780345,844242.0,227890.0,-27183.0,-0.042736332721758696,844242.0,-0.22893983025734932,1.0551854650316261,469532.7708333333,445826.0,180388.465546388,844242,179503,0.3841871680782327,500238.75,1,0,0,0,0,0,0,0,0,0,484630
education,16,16,2024,1,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,36,1,0,0,0,0,0,484630.0,17.0,608880.0,18.0,636063.0,15.0,743033.0,15.0,380390.0,13.0,576524.3333333334,80735.09302857945,636063.0,484630.0,599057.1666666666,99364.49180550691,743033.0,484630.0,466715.1666666667,160473.9092777352,743033.0,227890.0,-124250.0,-0.20406319800289052,380390.0,-0.4259584337192417,0.8406063230635392,469532.7708333333,445826.0,180388.465546388,844242,179503,0.3841871680782327,307735.75,1,0,0,0,0,0,0,0,0,0,285557
education,13,12,2024,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,37,0,0,0,0,0,0,285557.0,16.0,484630.0,17.0,608880.0,18.0,635572.0,18.0,275552.0,14.0,459689.0,163098.07078258158,608880.0,285557.0,522811.1666666667,135675.42885786897,636063.0,285557.0,458812.4166666667,167301.42546991387,743033.0,227890.0,-199073.0,-0.4107731671584508,275552.0,-0.24930466100580984,0.6211960695165509,469532.7708333333,445826.0,180388.465546388,844242,179503,0.3841871680782327,457043.75,1,0,0,0,0,0,0,0,0,0,436667
education,12,12,2024,3,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,38,0,0,1,0,0,0,436667.0,13.0,285557.0,16.0,484630.0,17.0,486165.0,14.0,227890.0,12.0,402284.6666666667,103894.77112123254,484630.0,285557.0,489660.3333333333,126610.4698603819,636063.0,285557.0,472238.6666666667,157431.1698086924,743033.0,227890.0,151110.0,0.5291763115595136,227890.0,0.5846990767622808,1.085467670488698,469532.7708333333,445826.0,180388.465546388,844242,179503,0.3841871680782327,334818.0,1,0,0,0,0,0,0,0,0,0,179503
education,10,10,2024,4,2,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,39,0,0,0,1,0,0,179503.0,12.0,436667.0,13.0,285557.0,16.0,636063.0,15.0,337288.0,13.0,300575.6666666667,129238.15607371241,436667.0,179503.0,438550.0,179255.57866688565,636063.0,179503.0,468206.4166666667,164709.96455392754,743033.0,179503.0,-257164.0,-0.5889247412788234,337288.0,-0.21232612225196368,0.5971973779203484,469532.7708333333,445826.0,180388.465546388,844242,179503,0.3841871680782327,501672.25,1,0,0,0,0,0,0,0,0,0,483950
education,10,10,2024,5,2,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,40,0,0,0,1,0,0,483950.0,10.0,179503.0,12.0,436667.0,13.0,608880.0,18.0,396762.0,16.0,366706.6666666667,163837.8165514094,483950.0,179503.0,413197.8333333333,154826.47907824648,608880.0,179503.0,480428.25,159470.38674376052,743033.0,179503.0,304447.0,1.6960552191328278,396762.0,0.43482720998078794,1.3197196669453881,469532.7708333333,445826.0,180388.465546388,844242,179503,0.3841871680782327,491413.0,1,0,0,0,0,0,0,0,0,0,550201
education,13,13,2024,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,41,0,0,1,1,0,0,550201.0,10.0,483950.0,10.0,179503.0,12.0,484630.0,17.0,388357.0,13.0,404551.3333333333,197692.59723705714,550201.0,179503.0,403418.0,141252.02979355742,550201.0,179503.0,493214.8333333333,158299.2222526311,743033.0,179503.0,66251.0,0.13689637359231321,388357.0,0.38672806367545287,1.3600276520325885,469532.7708333333,445826.0,180388.465546388,844242,179503,0.3841871680782327,490942.0,1,0,0,0,0,0,0,0,0,0,348875
education,13,13,2024,7,3,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,42,0,0,0,0,0,1,348875.0,13.0,550201.0,10.0,483950.0,10.0,285557.0,16.0,743033.0,15.0,461008.6666666667,102604.91289569576,550201.0,348875.0,380792.1666666667,136432.15127295585,550201.0,179503.0,489924.6666666667,161062.94685299197,743033.0,179503.0,-201326.0,-0.3659135479579281,743033.0,-0.10166419042272956,0.7567645149114892,469532.7708333333,445826.0,180388.465546388,844242,179503,0.3841871680782327,568978.25,1,0,0,0,0,0,0,0,0,0,832446
education,19,19,2024,8,3,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,43,0,0,0,0,0,1,832446.0,13.0,348875.0,13.0,550201.0,10.0,436667.0,13.0,635572.0,18.0,577174.0,242911.2699258724,832446.0,348875.0,471940.3333333333,218239.39973310658,832446.0,179503.0,497375.75,175277.65324822377,832446.0,179503.0,483571.0,1.3860867072733787,635572.0,0.12033516680954959,1.4422791047413528,469532.7708333333,445826.0,180388.465546388,844242,179503,0.3841871680782327,452582.75,1,0,0,0,0,0,0,0,0,0,605095
education,13,13,2024,9,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,44,0,0,1,0,0,1,605095.0,19.0,832446.0,13.0,348875.0,13.0,179503.0,12.0,486165.0,14.0,595472.0,241929.0797051897,832446.0,348875.0,500011.6666666667,223562.13304552867,832446.0,179503.0,494836.0,173302.84642156976,832446.0,179503.0,-227351.0,-0.2731120096678944,486165.0,-0.04795208096014303,1.016160289652561,469532.7708333333,445826.0,180388.465546388,844242,179503,0.3841871680782327,419443.75,1,0,0,0,0,0,0,0,0,0,301541
education,10,10,2024,10,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,45,0,0,0,0,1,0,301541.0,13.0,605095.0,19.0,832446.0,13.0,483950.0,10.0,636063.0,15.0,579694.0,266362.4182518998,832446.0,301541.0,520351.3333333333,191876.37923274105,832446.0,301541.0,479450.6666666667,182113.82837981175,832446.0,179503.0,-303554.0,-0.5016633751724936,636063.0,-0.37975584420927055,0.5201727118100149,469532.7708333333,445826.0,180388.465546388,844242,179503,0.3841871680782327,536223.75,1,0,0,0,0,0,0,0,0,0,624578
education,17,17,2024,11,4,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,46,0,0,0,0,1,0,624578.0,10.0,301541.0,13.0,605095.0,19.0,550201.0,10.0,608880.0,18.0,510404.6666666667,181143.36935790206,624578.0,301541.0,543789.3333333334,195102.448190346,832446.0,301541.0,478493.5833333333,181244.04421184483,832446.0,179503.0,323037.0,1.071287154980583,608880.0,-0.018056387496207082,1.2236917896518469,469532.7708333333,445826.0,180388.465546388,844242,179503,0.3841871680782327,573301.25,1,0,0,0,0,0,0,0,0,0,319593
education,12,12,2024,12,4,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,47,0,1,1,0,0,0,319593.0,17.0,624578.0,10.0,301541.0,13.0,348875.0,13.0,484630.0,17.0,415237.3333333333,181518.8825338381,624578.0,301541.0,505354.6666666667,215260.01544612658,832446.0,301541.0,454386.3333333333,181563.4882415081,832446.0,179503.0,-304985.0,-0.48830570401134843,484630.0,-0.47511332282223095,0.7696634535109054,469532.7708333333,445826.0,180388.465546388,844242,179503,0.3841871680782327,500238.75,1,0,0,0,0,0,0,0,0,0,307207
entertainment,19,19,2022,1,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,12,1,0,0,0,0,0,342500.0,16.0,785726.0,16.0,788594.0,15.0,515941.0,23.0,760589.0,17.0,638940.0,256728.5756514065,788594.0,342500.0,514441.0,227336.97620932676,788594.0,257022.0,533947.9166666666,211636.393369923,847811.0,257022.0,-443226.0,-0.5640974080022807,760589.0,0.0700044966434219,0.5360440729958911,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,681221.75,0,1,0,0,0,0,0,0,0,1,850201
entertainment,13,13,2022,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,13,0,0,0,0,0,0,850201.0,19.0,342500.0,16.0,785726.0,16.0,257022.0,12.0,517352.0,17.0,659475.6666666666,276395.43474944244,850201.0,342500.0,570151.0,265526.42307687574,850201.0,257022.0,541415.5833333334,221702.14098751274,850201.0,257022.0,507701.0,1.4823386861313868,517352.0,0.11781921642306159,1.289207537098898,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,666496.5,0,1,0,0,0,0,0,0,0,1,691627
entertainment,23,23,2022,3,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,14,0,0,1,0,0,0,691627.0,13.0,850201.0,19.0,342500.0,16.0,396863.0,16.0,291945.0,11.0,628109.3333333334,259742.07751986064,850201.0,342500.0,642585.1666666666,218058.61766544954,850201.0,342500.0,555938.5,225655.34154687403,850201.0,257022.0,-158574.0,-0.18651354209181126,291945.0,0.336859623621828,1.1011251756594218,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,620688.0,0,1,0,0,0,0,0,0,0,1,1535932
entertainment,19,18,2022,4,2,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,15,0,0,0,1,0,0,1535932.0,23.0,691627.0,13.0,850201.0,19.0,788594.0,15.0,381914.0,12.0,1025920.0,448743.36594204925,1535932.0,691627.0,832430.0,389664.1170716135,1535932.0,342500.0,659604.0833333334,346654.10043611814,1535932.0,257022.0,844305.0,1.2207519370990432,381914.0,4.261032043706862,1.497126481596991,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,503884.5,0,1,0,0,0,0,0,0,0,1,629403
entertainment,22,21,2022,5,2,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,16,0,0,0,1,0,0,629403.0,19.0,1535932.0,23.0,691627.0,13.0,785726.0,16.0,521118.0,12.0,952320.6666666666,506378.9073809584,1535932.0,629403.0,805898.1666666666,398563.76137798425,1535932.0,342500.0,680228.1666666666,335824.06218051777,1535932.0,257022.0,-906529.0,-0.5902142803197017,521118.0,0.6480228533125258,0.6609149859186018,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,751668.75,0,1,0,0,0,0,0,0,0,1,571338
entertainment,18,18,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,17,0,0,1,1,0,0,571338.0,22.0,629403.0,19.0,1535932.0,23.0,342500.0,16.0,847811.0,18.0,912224.3333333334,540926.3592674453,1535932.0,571338.0,770166.8333333334,410174.7300375375,1535932.0,342500.0,684413.1666666666,333968.7874220457,1535932.0,257022.0,-58065.0,-0.09225408839805338,847811.0,0.09636972816137601,0.6263130450733359,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,594168.0,0,1,0,0,0,0,0,0,0,1,786133
entertainment,15,15,2022,7,3,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,18,0,0,0,0,0,1,786133.0,18.0,571338.0,22.0,629403.0,19.0,850201.0,19.0,515941.0,23.0,662291.3333333334,111110.10241347665,786133.0,571338.0,844105.6666666666,353771.3491800414,1535932.0,571338.0,679273.3333333334,331692.3161618127,1535932.0,257022.0,214795.0,0.375950838207856,515941.0,-0.07274970482808074,1.1869897134896144,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,504666.25,0,1,0,0,0,0,0,0,0,1,526470
entertainment,22,22,2022,8,3,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,19,0,0,0,0,0,1,526470.0,15.0,786133.0,18.0,571338.0,22.0,691627.0,13.0,257022.0,12.0,627980.3333333334,138789.35058689938,786133.0,526470.0,790150.5,376605.6667373715,1535932.0,526470.0,680150.75,331234.5897416142,1535932.0,257022.0,-259663.0,-0.3303041597286973,257022.0,0.020407372160770265,0.8383542796722269,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,649078.5,0,1,0,0,0,0,0,0,0,1,450385
entertainment,17,17,2022,9,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,20,0,0,1,0,0,1,450385.0,22.0,526470.0,15.0,786133.0,18.0,1535932.0,23.0,396863.0,16.0,587662.6666666666,176040.01453173443,786133.0,450385.0,749943.5,401296.20953542547,1535932.0,450385.0,696264.3333333334,312979.5923984163,1535932.0,342500.0,-76085.0,-0.144519155887325,396863.0,0.7523208130043342,0.766400565403722,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,314250.0,0,1,0,0,0,0,0,0,0,1,290729
entertainment,16,16,2022,10,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,21,0,0,0,0,1,0,290729.0,17.0,450385.0,22.0,526470.0,15.0,629403.0,19.0,788594.0,15.0,422528.0,120314.02290256906,526470.0,290729.0,542409.6666666666,167255.207361286,786133.0,290729.0,687419.8333333334,323531.3001372745,1535932.0,290729.0,-159656.0,-0.3544878270812749,788594.0,-0.2674323381116406,0.6880703764010743,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,545532.75,0,1,0,0,0,0,0,0,0,1,255856
